entry,run,subrun,event,label,prediction,probability,kaon_ke,proton_ke,muon_ke
479,1,33,3256,1,1,0.999995,-1,1.05819,0.209392
480,1,35,3442,0,0,0.999915,0.546313,-1,-1
481,1,12,1157,1,1,1,-1,1.07458,0.329069
482,1,29,2872,0,0,0.999999,0.61155,-1,-1
483,1,38,3729,1,1,0.999945,-1,1.12158,0.190816
484,1,21,2045,0,0,0.981075,0.531204,-1,-1
485,1,17,1603,1,1,0.999999,-1,1.09697,0.259007
486,1,29,2838,1,1,0.999983,-1,1.09454,0.275561
487,1,37,3659,0,0,1,0.610876,-1,-1
488,1,50,4983,1,1,0.999882,-1,1.04298,0.315932
489,1,97,9659,1,1,0.993389,-1,1.00708,0.267874
490,1,12,1196,1,1,0.998715,-1,1.0365,0.282583
491,1,99,9834,0,0,1,0.558506,-1,-1
492,1,84,8356,1,1,0.999642,-1,1.0476,0.323833
493,1,94,9345,1,1,0.992982,-1,1.04032,0.283751
494,1,60,5956,1,1,0.999447,-1,1.02482,0.282454
495,1,75,7499,1,1,1,-1,1.1212,0.25952
496,1,57,5618,0,0,1,0.534173,-1,-1
497,1,14,1325,0,0,1,0.599397,-1,-1
498,1,78,7737,1,1,0.999899,-1,1.11925,0.209786
499,1,43,4266,0,0,1,0.608685,-1,-1
500,1,8,797,1,1,0.999977,-1,1.09118,0.353212
501,1,33,3295,0,0,0.99865,0.524889,-1,-1
502,1,25,2419,0,0,0.999959,0.539771,-1,-1
503,1,53,5292,1,1,0.99998,-1,1.08072,0.297989
504,1,38,3720,0,0,0.749047,0.571193,-1,-1
505,1,89,8812,1,1,0.998956,-1,1.01886,0.34887
506,1,69,6854,0,0,1,0.5712,-1,-1
507,1,23,2210,0,0,1,0.637538,-1,-1
508,1,19,1847,1,1,0.999766,-1,0.998778,0.183649
509,1,68,6739,0,0,0.937066,0.588565,-1,-1
510,1,24,2340,0,0,1,0.618884,-1,-1
511,1,59,5837,0,0,0.983298,0.545051,-1,-1
512,1,41,4013,1,1,1,-1,1.12165,0.250236
513,1,75,7452,1,1,0.837968,-1,1.00804,0.256373
514,1,19,1806,1,1,0.990491,-1,1.01688,0.299446
515,1,29,2899,1,1,0.999995,-1,1.05755,0.300392
516,1,13,1252,1,1,0.989443,-1,1.04541,0.230571
517,1,52,5147,0,0,1,0.519305,-1,-1
518,1,68,6762,0,0,0.999999,0.568013,-1,-1
519,1,30,2982,0,0,1,0.589564,-1,-1
520,1,73,7206,0,0,1,0.599519,-1,-1
521,1,53,5286,0,0,0.999999,0.584608,-1,-1
522,1,85,8478,0,0,1,0.611124,-1,-1
523,1,37,3681,1,1,0.998672,-1,1.02635,0.313751
524,1,16,1563,0,0,1,0.516648,-1,-1
525,1,89,8836,1,1,0.99999,-1,1.05384,0.219241
526,1,4,340,1,1,1,-1,1.0831,0.312575
527,1,16,1512,0,0,1,0.583131,-1,-1
528,1,42,4189,1,1,0.949524,-1,1.13086,0.202538
529,1,1,56,1,1,0.999608,-1,1.13329,0.202363
530,1,35,3438,1,0,0.5,-1,1.0478,0.32029
531,1,19,1868,0,1,0.798694,0.568607,-1,-1
532,1,93,9234,1,1,0.982586,-1,1.1287,0.184992
533,1,61,6024,0,0,0.988206,0.568386,-1,-1
534,1,43,4251,0,0,1,0.571609,-1,-1
535,1,85,8497,0,0,0.5,0.605847,-1,-1
536,1,14,1314,1,1,0.999989,-1,1.12285,0.179276
537,1,91,9005,1,1,0.999998,-1,1.08759,0.240028
538,1,7,668,1,1,0.999983,-1,1.04219,0.282938
539,1,15,1422,0,0,0.999011,0.63651,-1,-1
540,1,30,2932,1,1,0.999007,-1,1.01723,0.300707
541,1,86,8528,1,1,0.999999,-1,1.0893,0.289117
542,1,83,8215,1,1,0.995554,-1,1.09244,0.302241
543,1,50,4911,0,0,0.999999,0.508893,-1,-1
544,1,67,6641,1,1,0.999725,-1,1.07357,0.244952
545,1,58,5765,1,1,0.996262,-1,1.03651,0.351644
546,1,7,632,0,0,0.999988,0.596639,-1,-1
547,1,20,1961,0,0,0.987345,0.538368,-1,-1
548,1,82,8163,0,0,1,0.632894,-1,-1
549,1,79,7876,1,1,0.999604,-1,1.03617,0.283826
550,1,50,4966,1,1,0.999998,-1,1.04378,0.322994
551,1,29,2811,1,1,0.999977,-1,1.01693,0.183753
552,1,34,3376,0,0,0.998977,0.542146,-1,-1
553,1,55,5404,1,1,0.851408,-1,1.02339,0.279353
554,1,81,8026,1,1,0.999928,-1,1.12383,0.323642
555,1,72,7143,0,0,0.999913,0.528125,-1,-1
556,1,79,7866,0,0,1,0.508352,-1,-1
557,1,26,2585,0,0,1,0.541277,-1,-1
558,1,95,9421,0,0,0.999999,0.50676,-1,-1
559,1,10,994,0,1,0.71163,0.615642,-1,-1
560,1,86,8542,0,0,1,0.505962,-1,-1
561,1,35,3483,1,1,0.999978,-1,1.06149,0.194821
562,1,86,8542,1,1,0.968474,-1,1.01309,0.239741
563,1,46,4502,0,0,1,0.528655,-1,-1
564,1,93,9262,0,0,1,0.589112,-1,-1
565,1,72,7197,0,0,0.999999,0.587147,-1,-1
566,1,60,5928,1,1,1,-1,1.12384,0.168065
567,1,54,5400,1,1,0.999999,-1,1.10647,0.247411
568,1,5,474,0,0,1,0.590566,-1,-1
569,1,9,811,1,1,0.998074,-1,1.01239,0.348815
570,1,54,5347,0,0,0.999857,0.573803,-1,-1
571,1,16,1505,0,0,0.999994,0.633547,-1,-1
572,1,7,648,1,1,0.99928,-1,1.07078,0.259454
573,1,66,6520,1,1,1,-1,1.12741,0.284762
574,1,62,6142,0,0,1,0.505401,-1,-1
575,1,73,7246,0,0,1,0.631176,-1,-1
576,1,51,5048,0,0,1,0.6106,-1,-1
577,1,27,2678,0,0,1,0.591623,-1,-1
578,1,30,2914,1,1,0.999982,-1,1.05752,0.217632
579,1,78,7730,0,0,1,0.53067,-1,-1
580,1,62,6126,0,0,0.999963,0.537651,-1,-1
581,1,6,512,0,0,1,0.550653,-1,-1
582,1,69,6899,1,1,0.998996,-1,1.01726,0.186118
583,1,35,3480,0,0,0.99668,0.626544,-1,-1
584,1,67,6690,0,0,0.986823,0.544931,-1,-1
585,1,79,7822,0,1,0.81642,0.615509,-1,-1
586,1,77,7696,1,1,1,-1,1.06749,0.284871
587,1,58,5796,1,1,1,-1,1.10832,0.237325
588,1,15,1407,1,1,0.998963,-1,1.09299,0.258354
589,1,8,772,0,1,0.937881,0.616134,-1,-1
590,1,71,7048,1,1,0.88444,-1,1.02865,0.160588
591,1,56,5503,1,1,0.9997,-1,1.13264,0.246316
592,1,15,1427,1,1,1,-1,1.10749,0.263411
593,1,12,1133,0,0,0.999996,0.585125,-1,-1
594,1,34,3392,0,0,1,0.643618,-1,-1
595,1,76,7520,1,1,0.999927,-1,1.12467,0.256959
596,1,93,9213,0,0,0.999723,0.537358,-1,-1
597,1,28,2797,1,1,0.870139,-1,1.00583,0.225518
598,1,38,3748,0,0,1,0.606288,-1,-1
599,1,16,1551,1,1,0.951784,-1,1.1229,0.334921
600,1,38,3752,1,1,0.999965,-1,1.10043,0.224691
601,1,83,8219,0,0,0.999974,0.632125,-1,-1
602,1,37,3672,0,0,1,0.553997,-1,-1
603,1,77,7637,1,1,1,-1,1.11172,0.316777
604,1,90,8938,1,1,0.999669,-1,1.05826,0.252527
605,1,7,630,0,1,0.867882,0.595497,-1,-1
606,1,93,9232,1,1,0.999765,-1,1.05415,0.223096
607,1,26,2513,1,1,0.99622,-1,1.03317,0.326348
608,1,56,5560,0,0,1,0.599617,-1,-1
609,1,71,7084,1,1,0.992786,-1,1.06703,0.286872
610,1,40,3917,1,1,0.999956,-1,1.03677,0.309924
611,1,15,1438,0,0,1,0.511197,-1,-1
612,1,67,6652,0,0,0.999902,0.589552,-1,-1
613,1,87,8601,0,0,0.999996,0.523276,-1,-1
614,1,14,1336,1,1,0.999639,-1,1.03023,0.234002
615,1,35,3482,0,0,0.999997,0.604156,-1,-1
616,1,15,1496,0,0,0.999843,0.533855,-1,-1
617,1,11,1026,0,0,1,0.549387,-1,-1
618,1,59,5898,1,1,1,-1,1.12178,0.18467
619,1,23,2295,0,0,1,0.571964,-1,-1
620,1,11,1020,0,0,1,0.57769,-1,-1
621,1,97,9644,1,1,0.999534,-1,1.06577,0.289961
622,1,70,6960,0,0,1,0.530666,-1,-1
623,1,92,9133,0,0,1,0.638272,-1,-1
624,1,98,9734,1,1,0.981517,-1,1.06312,0.266285
625,1,6,536,1,1,1,-1,1.10276,0.184012
626,1,70,6974,0,0,0.999998,0.523114,-1,-1
627,1,23,2271,1,1,0.999999,-1,1.1355,0.210642
628,1,82,8140,0,0,1,0.634139,-1,-1
629,1,28,2706,1,1,0.995135,-1,1.05827,0.301895
630,1,27,2655,1,1,0.997946,-1,1.05595,0.220746
631,1,40,3961,1,1,0.999243,-1,1.05341,0.179752
632,1,54,5329,1,1,0.999542,-1,1.10702,0.159421
633,1,8,728,1,1,0.999975,-1,1.0605,0.210162
634,1,76,7514,1,1,0.980971,-1,1.04689,0.3135
635,1,82,8111,1,1,0.99956,-1,1.05506,0.350566
636,1,50,4997,1,1,0.999998,-1,1.09604,0.30753
637,1,88,8736,0,0,0.995313,0.524979,-1,-1
638,1,10,972,1,1,0.999972,-1,0.998961,0.226976
639,1,67,6616,1,1,0.999999,-1,1.1021,0.166923
640,1,97,9626,0,0,0.999989,0.629134,-1,-1
641,1,51,5068,0,0,1,0.548176,-1,-1
642,1,64,6392,1,1,0.999999,-1,1.09015,0.180867
643,1,91,9051,0,0,1,0.618163,-1,-1
644,1,3,254,0,0,1,0.520943,-1,-1
645,1,55,5463,0,0,1,0.524729,-1,-1
646,1,2,199,0,0,0.999998,0.519973,-1,-1
647,1,17,1663,0,0,0.999931,0.584242,-1,-1
648,1,17,1688,1,1,0.979365,-1,1.10792,0.221439
649,1,82,8169,0,0,1,0.570831,-1,-1
650,1,24,2333,0,0,1,0.598641,-1,-1
651,1,73,7296,1,1,0.999992,-1,1.04275,0.182886
652,1,92,9176,1,1,0.998147,-1,1.05811,0.316253
653,1,20,1937,0,0,1,0.593386,-1,-1
654,1,75,7493,1,1,0.9988,-1,1.02245,0.279244
655,1,13,1270,1,1,0.999914,-1,1.13042,0.243745
656,1,18,1755,0,0,1,0.522547,-1,-1
657,1,21,2090,0,0,0.5,0.642025,-1,-1
658,1,17,1700,1,1,0.999999,-1,1.06567,0.314951
659,1,45,4438,1,1,0.991866,-1,1.0686,0.207863
660,1,72,7167,0,0,0.988865,0.608681,-1,-1
661,1,84,8373,0,0,0.996398,0.53602,-1,-1
662,1,38,3738,1,1,0.938766,-1,1.08186,0.196129
663,1,76,7587,1,1,1,-1,1.09016,0.322482
664,1,89,8827,1,1,0.999882,-1,1.05464,0.344789
665,1,72,7127,1,1,0.999614,-1,1.00471,0.290431
666,1,32,3107,0,0,1,0.597049,-1,-1
667,1,16,1501,0,0,1,0.604093,-1,-1
668,1,86,8598,1,1,1,-1,1.10532,0.260969
669,1,37,3650,1,1,0.99986,-1,1.00417,0.183949
670,1,60,5993,1,1,0.995081,-1,1.04955,0.204277
671,1,40,3948,1,1,0.975065,-1,1.00059,0.22679
672,1,51,5020,1,1,0.997929,-1,1.10538,0.165285
673,1,3,202,0,0,0.999994,0.561981,-1,-1
674,1,18,1736,0,0,1,0.608109,-1,-1
675,1,86,8571,0,0,0.999736,0.626129,-1,-1
676,1,78,7734,0,0,0.999984,0.516916,-1,-1
677,1,36,3521,1,1,0.992525,-1,1.11715,0.201112
678,1,29,2829,1,1,0.999879,-1,1.12163,0.327538
679,1,58,5772,0,0,1,0.59144,-1,-1
680,1,60,5943,0,0,0.999998,0.63492,-1,-1
681,1,11,1045,1,1,0.999626,-1,1.10296,0.330193
682,1,34,3318,1,0,0.5,-1,1.12432,0.277369
683,1,65,6470,0,0,1,0.604371,-1,-1
684,1,51,5040,1,1,0.999753,-1,1.07546,0.230439
685,1,85,8483,1,1,1,-1,1.10078,0.353438
686,1,51,5036,1,1,0.977873,-1,1.0379,0.28782
687,1,67,6648,1,1,0.999999,-1,1.04983,0.276617
688,1,93,9207,1,1,0.999996,-1,1.11306,0.180654
689,1,87,8700,1,1,0.999981,-1,1.12496,0.173297
690,1,77,7666,0,0,0.999996,0.509552,-1,-1
691,1,90,8924,1,1,0.991177,-1,1.00886,0.199793
692,1,37,3692,0,0,0.890345,0.55937,-1,-1
693,1,32,3106,1,1,0.999998,-1,1.12991,0.342081
694,1,58,5776,1,1,1,-1,1.0541,0.293342
695,1,33,3239,0,0,0.999998,0.506606,-1,-1
696,1,56,5598,1,1,0.999988,-1,0.99108,0.331282
697,1,68,6728,0,0,1,0.587451,-1,-1
698,1,76,7582,1,1,0.999969,-1,1.09576,0.160599
699,1,80,7939,0,0,1,0.598779,-1,-1
700,1,89,8835,0,0,1,0.534071,-1,-1
701,1,91,9024,1,1,0.990067,-1,1.03093,0.273059
702,1,27,2683,0,0,0.999959,0.535356,-1,-1
703,1,63,6234,0,0,1,0.582157,-1,-1
704,1,66,6531,1,1,1,-1,1.08795,0.261044
705,1,83,8208,0,0,0.999333,0.509964,-1,-1
706,1,63,6266,0,0,1,0.580181,-1,-1
707,1,3,219,1,1,0.998844,-1,1.12829,0.221301
708,1,18,1708,0,0,0.999999,0.506794,-1,-1
709,1,15,1451,0,0,0.981845,0.574229,-1,-1
710,1,6,544,0,0,0.996665,0.642396,-1,-1
711,1,98,9780,1,1,0.916789,-1,1.11061,0.333427
712,1,18,1732,1,1,0.999408,-1,1.03472,0.343533
713,1,77,7636,1,1,0.999234,-1,1.03507,0.263995
714,1,35,3468,0,1,0.741563,0.528668,-1,-1
715,1,90,8973,0,0,0.999999,0.517417,-1,-1
716,1,6,590,0,0,0.999992,0.54699,-1,-1
717,1,29,2816,0,0,0.999753,0.605549,-1,-1
718,1,95,9478,1,1,0.999993,-1,1.12727,0.331103
719,1,65,6443,0,0,0.5,0.570366,-1,-1
720,1,16,1587,0,0,1,0.59573,-1,-1
721,1,8,742,1,1,0.999879,-1,1.04145,0.315044
722,1,2,175,0,0,1,0.600499,-1,-1
723,1,44,4355,1,1,0.999977,-1,1.02654,0.219791
724,1,83,8201,0,0,0.997681,0.603205,-1,-1
725,1,62,6109,0,0,1,0.51462,-1,-1
726,1,38,3770,1,1,0.999998,-1,1.1005,0.243399
727,1,58,5743,0,0,1,0.504457,-1,-1
728,1,28,2795,1,1,0.999559,-1,1.08927,0.308047
729,1,69,6864,0,0,1,0.56886,-1,-1
730,1,5,418,1,1,0.999952,-1,1.11529,0.33267
731,1,36,3507,1,1,0.999987,-1,1.00833,0.325914
732,1,78,7763,0,0,1,0.567622,-1,-1
733,1,78,7722,1,1,0.999978,-1,1.11598,0.211323
734,1,6,527,0,0,0.999997,0.518311,-1,-1
735,1,67,6682,1,1,0.92894,-1,0.988769,0.341064
736,1,47,4699,1,1,0.999919,-1,1.01759,0.34574
737,1,17,1664,1,1,0.999998,-1,1.04939,0.263493
738,1,72,7148,0,0,1,0.549662,-1,-1
739,1,65,6437,1,1,0.9999,-1,1.03306,0.256125
740,1,38,3770,0,0,0.999847,0.586593,-1,-1
741,1,20,1921,0,0,0.973588,0.57738,-1,-1
742,1,43,4233,1,1,0.996711,-1,0.994477,0.19258
743,1,64,6313,1,1,0.998649,-1,1.00396,0.29942
744,1,80,7982,1,1,0.999936,-1,1.07594,0.312403
745,1,1,28,0,0,0.689012,0.623764,-1,-1
746,1,73,7291,1,1,0.979157,-1,0.999584,0.196431
747,1,50,4997,0,0,0.994298,0.573991,-1,-1
748,1,51,5003,0,0,1,0.623397,-1,-1
749,1,30,2913,0,0,0.999999,0.52844,-1,-1
750,1,25,2414,1,1,1,-1,1.12044,0.308822
751,1,76,7522,0,0,0.999994,0.60499,-1,-1
752,1,66,6578,0,0,0.999988,0.59546,-1,-1
753,1,96,9560,0,0,1,0.550179,-1,-1
754,1,37,3695,0,0,0.999995,0.563174,-1,-1
755,1,3,222,0,1,0.943948,0.642857,-1,-1
756,1,82,8128,1,1,0.999992,-1,1.05195,0.200422
757,1,96,9509,1,1,1,-1,1.07155,0.173494
758,1,31,3037,0,1,0.513474,0.58799,-1,-1
759,1,36,3530,0,0,1,0.552176,-1,-1
760,1,100,9967,1,1,0.999998,-1,1.12714,0.16258
761,1,35,3449,0,0,0.999999,0.527171,-1,-1
762,1,90,8984,1,1,0.999689,-1,1.00263,0.221382
763,1,54,5304,1,1,0.989304,-1,1.00348,0.243866
764,1,61,6005,0,0,1,0.601578,-1,-1
765,1,100,9939,1,1,0.999999,-1,1.0983,0.224693
766,1,89,8847,1,1,0.999893,-1,1.13104,0.336989
767,1,21,2083,1,1,0.999226,-1,0.997906,0.229009
768,1,62,6112,0,0,0.999995,0.635819,-1,-1
769,1,1,3,0,0,0.999999,0.539885,-1,-1
770,1,83,8299,0,0,0.999985,0.525242,-1,-1
771,1,68,6762,1,1,0.998449,-1,1.04903,0.261919
772,1,72,7149,1,1,0.999902,-1,1.01158,0.180837
773,1,41,4076,1,1,0.99917,-1,0.989136,0.320338
774,1,69,6865,1,1,0.996181,-1,1.03549,0.270343
775,1,62,6124,1,1,0.993922,-1,1.02546,0.18981
776,1,66,6517,0,0,0.999998,0.539381,-1,-1
777,1,49,4868,0,0,0.999994,0.518617,-1,-1
778,1,54,5377,1,1,1,-1,1.08002,0.265296
779,1,9,858,0,0,0.999999,0.518616,-1,-1
780,1,84,8353,0,0,0.924086,0.640495,-1,-1
781,1,49,4865,0,0,1,0.607944,-1,-1
782,1,20,1904,0,0,1,0.563636,-1,-1
783,1,11,1094,1,1,0.999997,-1,1.10157,0.182623
784,1,97,9620,1,1,0.996457,-1,0.998011,0.285949
785,1,55,5402,1,1,0.999761,-1,1.01321,0.180374
786,1,90,8909,0,0,1,0.64341,-1,-1
787,1,2,181,0,0,0.999755,0.600191,-1,-1
788,1,59,5815,0,0,0.996462,0.554011,-1,-1
789,1,87,8630,0,0,1,0.580015,-1,-1
790,1,54,5379,0,0,0.999999,0.531199,-1,-1
791,1,22,2144,0,0,0.999792,0.520102,-1,-1
792,1,96,9536,1,1,0.999866,-1,1.00185,0.3076
793,1,5,453,0,0,1,0.511287,-1,-1
794,1,46,4549,0,0,1,0.524477,-1,-1
795,1,2,156,1,1,0.999985,-1,1.11832,0.338158
796,1,85,8497,1,1,0.999992,-1,1.07933,0.241599
797,1,94,9310,0,0,0.999977,0.611095,-1,-1
798,1,3,256,1,1,0.999992,-1,1.09443,0.207913
799,1,100,9964,0,0,1,0.523175,-1,-1
800,1,52,5127,0,0,0.999876,0.555242,-1,-1
801,1,16,1526,0,0,0.993051,0.623578,-1,-1
802,1,32,3167,1,1,0.999595,-1,1.04107,0.265306
803,1,3,234,0,0,0.999686,0.545297,-1,-1
804,1,46,4573,0,0,1,0.524941,-1,-1
805,1,86,8597,0,0,0.989116,0.55104,-1,-1
806,1,56,5571,1,1,1,-1,1.13235,0.210856
807,1,87,8647,1,1,0.999999,-1,1.11544,0.276582
808,1,34,3355,0,0,0.999824,0.598545,-1,-1
809,1,5,419,1,1,0.999997,-1,1.01866,0.171103
810,1,51,5046,1,1,0.999935,-1,1.0921,0.188631
811,1,9,815,0,0,1,0.508605,-1,-1
812,1,42,4183,0,0,1,0.610532,-1,-1
813,1,79,7811,0,0,1,0.642209,-1,-1
814,1,44,4370,0,0,1,0.623214,-1,-1
815,1,5,423,0,0,1,0.610265,-1,-1
816,1,20,1950,1,1,1,-1,1.06991,0.325862
817,1,15,1470,0,0,1,0.536187,-1,-1
818,1,2,147,1,1,0.999998,-1,1.09862,0.308572
819,1,62,6127,1,1,0.999963,-1,1.13467,0.280572
820,1,97,9676,1,1,0.999908,-1,1.07462,0.172334
821,1,59,5850,0,0,0.999968,0.61685,-1,-1
822,1,9,835,0,0,0.999993,0.549541,-1,-1
823,1,81,8049,1,1,0.978793,-1,0.997616,0.192386
824,1,65,6403,1,1,0.997249,-1,1.01367,0.162828
825,1,95,9439,0,0,1,0.524393,-1,-1
826,1,16,1556,0,0,0.999521,0.52233,-1,-1
827,1,90,8953,0,0,1,0.52074,-1,-1
828,1,28,2766,0,0,1,0.6285,-1,-1
829,1,63,6269,0,0,0.975987,0.623844,-1,-1
830,1,26,2589,0,0,0.999998,0.555046,-1,-1
831,1,28,2783,0,0,0.786031,0.630075,-1,-1
832,1,18,1759,0,0,0.999541,0.581413,-1,-1
833,1,3,245,1,1,0.999998,-1,1.02309,0.305809
834,1,54,5308,0,0,1,0.575031,-1,-1
835,1,6,584,1,1,0.9998,-1,1.05132,0.326022
836,1,85,8472,1,1,0.999993,-1,1.11031,0.321965
837,1,36,3541,0,0,0.997782,0.554782,-1,-1
838,1,74,7375,0,0,0.999216,0.605373,-1,-1
839,1,33,3212,0,0,0.999991,0.582686,-1,-1
840,1,46,4554,1,1,0.992518,-1,1.09613,0.300566
841,1,41,4045,0,0,0.980106,0.589267,-1,-1
842,1,9,839,1,1,0.999916,-1,1.05482,0.20181
843,1,83,8202,0,0,0.999998,0.530895,-1,-1
844,1,85,8452,1,1,0.999902,-1,1.13771,0.164223
845,1,75,7453,1,1,1,-1,1.10203,0.231076
846,1,20,1938,0,0,1,0.615901,-1,-1
847,1,25,2440,1,1,0.999862,-1,1.01697,0.342494
848,1,8,740,0,0,0.999999,0.551554,-1,-1
849,1,92,9193,0,0,1,0.568883,-1,-1
850,1,12,1159,0,0,0.999973,0.531629,-1,-1
851,1,88,8732,0,1,0.734416,0.585709,-1,-1
852,1,42,4150,0,0,1,0.559249,-1,-1
853,1,75,7447,0,0,0.99979,0.585373,-1,-1
854,1,53,5298,0,0,1,0.52137,-1,-1
855,1,89,8852,0,0,0.999591,0.628848,-1,-1
856,1,14,1392,0,0,0.999997,0.54246,-1,-1
857,1,3,225,0,0,0.999803,0.548035,-1,-1
858,1,76,7509,0,0,0.970417,0.626964,-1,-1
859,1,87,8628,1,1,0.996686,-1,1.13218,0.305917
860,1,72,7139,0,0,1,0.572008,-1,-1
861,1,7,665,1,1,0.999997,-1,1.05257,0.206705
862,1,55,5495,0,0,1,0.632543,-1,-1
863,1,67,6656,0,0,1,0.632757,-1,-1
864,1,43,4251,1,1,0.997,-1,1.00861,0.243985
865,1,9,854,0,0,1,0.606467,-1,-1
866,1,51,5009,1,1,0.999934,-1,1.01702,0.319947
867,1,21,2039,0,0,0.989977,0.539165,-1,-1
868,1,48,4712,1,1,0.999887,-1,1.06649,0.192868
869,1,32,3137,1,1,0.995585,-1,1.06004,0.322765
870,1,81,8077,0,0,0.999996,0.589132,-1,-1
871,1,89,8892,1,1,0.99998,-1,1.1273,0.296687
872,1,72,7122,0,0,1,0.540891,-1,-1
873,1,93,9299,1,1,0.99999,-1,1.06868,0.194745
874,1,28,2713,1,1,0.999991,-1,1.10316,0.327547
875,1,62,6147,1,1,0.942288,-1,1.0682,0.305247
876,1,41,4064,1,1,1,-1,1.11844,0.25629
877,1,95,9423,0,0,0.85905,0.603424,-1,-1
878,1,57,5700,0,0,1,0.5658,-1,-1
879,1,12,1127,0,0,1,0.556998,-1,-1
880,1,93,9249,0,0,0.999951,0.614152,-1,-1
881,1,45,4443,1,1,1,-1,1.11843,0.24017
882,1,20,1977,0,0,0.99994,0.517141,-1,-1
883,1,90,8975,0,0,1,0.621361,-1,-1
884,1,98,9772,1,1,0.999995,-1,1.10695,0.269004
885,1,15,1461,0,0,1,0.515607,-1,-1
886,1,58,5777,1,1,0.790992,-1,1.06766,0.203883
887,1,3,253,1,1,0.999639,-1,1.03971,0.218818
888,1,91,9082,0,0,0.999997,0.543041,-1,-1
889,1,79,7805,1,1,0.999996,-1,1.08718,0.249773
890,1,20,1931,1,1,0.999963,-1,1.07979,0.29244
891,1,72,7120,1,1,0.999967,-1,0.994784,0.353683
892,1,46,4575,0,0,1,0.521291,-1,-1
893,1,56,5551,0,0,1,0.583668,-1,-1
894,1,85,8439,0,0,0.999979,0.544873,-1,-1
895,1,14,1343,1,1,0.998845,-1,1.11675,0.342593
896,1,14,1332,0,0,1,0.55472,-1,-1
897,1,59,5849,1,1,0.994751,-1,1.0937,0.270387
898,1,48,4766,1,1,1,-1,1.13545,0.349686
899,1,85,8460,1,1,0.999812,-1,1.0924,0.312688
900,1,38,3762,0,0,0.993807,0.635192,-1,-1
901,1,7,656,0,0,1,0.577174,-1,-1
902,1,74,7360,0,0,0.982182,0.586887,-1,-1
903,1,80,7909,0,0,1,0.532128,-1,-1
904,1,97,9634,1,1,1,-1,1.13432,0.256529
905,1,51,5084,1,1,1,-1,1.05613,0.331905
906,1,65,6500,0,0,1,0.520451,-1,-1
907,1,1,19,0,0,1,0.568664,-1,-1
908,1,3,289,0,0,1,0.631186,-1,-1
909,1,46,4581,0,0,0.999993,0.523759,-1,-1
910,1,49,4825,0,0,0.930588,0.549617,-1,-1
911,1,14,1325,1,1,0.972113,-1,1.12132,0.170217
912,1,21,2003,0,0,0.984222,0.544716,-1,-1
913,1,39,3856,1,1,0.999876,-1,1.01991,0.32796
914,1,38,3767,1,1,1,-1,1.09225,0.222658
915,1,80,7921,0,0,1,0.637904,-1,-1
916,1,77,7678,1,1,0.999949,-1,1.10704,0.311117
917,1,46,4590,0,0,0.999999,0.556688,-1,-1
918,1,99,9825,0,0,1,0.510299,-1,-1
919,1,33,3278,0,0,0.999086,0.544837,-1,-1
920,1,19,1848,0,0,1,0.632099,-1,-1
921,1,55,5445,1,1,0.99943,-1,1.04415,0.353648
922,1,34,3315,0,0,1,0.605893,-1,-1
923,1,16,1560,1,1,0.999587,-1,1.1175,0.165828
924,1,45,4478,0,0,0.5,0.624586,-1,-1
925,1,13,1283,1,1,0.953996,-1,1.03151,0.247212
926,1,50,4914,1,1,0.999832,-1,1.02146,0.20679
927,1,16,1576,1,1,0.999833,-1,1.02408,0.199439
928,1,68,6740,1,1,1,-1,1.11518,0.321776
929,1,20,1944,0,0,1,0.573076,-1,-1
930,1,24,2346,1,1,0.972252,-1,1.0113,0.246634
931,1,22,2104,1,1,1,-1,1.1318,0.288647
932,1,60,5917,0,0,1,0.520131,-1,-1
933,1,70,6977,0,0,1,0.587752,-1,-1
934,1,46,4578,1,1,0.997788,-1,1.04863,0.275457
935,1,18,1732,0,0,1,0.566437,-1,-1
936,1,51,5061,0,0,1,0.630213,-1,-1
937,1,45,4411,1,1,0.999994,-1,1.03424,0.206925
938,1,26,2519,0,0,0.999821,0.55689,-1,-1
939,1,50,4926,0,0,0.979466,0.5612,-1,-1
940,1,32,3133,0,0,0.999744,0.628942,-1,-1
941,1,12,1116,0,0,0.999999,0.507094,-1,-1
942,1,91,9077,1,1,0.827775,-1,1.03049,0.157808
943,1,26,2593,0,0,1,0.527421,-1,-1
944,1,87,8690,1,1,1,-1,1.11617,0.227489
945,1,27,2638,0,0,0.999999,0.610767,-1,-1
946,1,33,3221,1,1,0.99998,-1,1.13672,0.188745
947,1,64,6356,1,1,0.960763,-1,1.02319,0.2475
948,1,88,8800,1,1,0.999999,-1,1.06583,0.299886
949,1,69,6895,0,0,0.998959,0.638408,-1,-1
950,1,83,8265,1,1,0.999999,-1,1.09402,0.179448
951,1,8,710,0,0,0.999973,0.571522,-1,-1
952,1,4,388,0,0,0.984541,0.56922,-1,-1
953,1,32,3178,1,1,0.99945,-1,1.02423,0.157531
954,1,63,6286,1,1,0.999961,-1,1.06268,0.15635
955,1,77,7640,0,0,0.999983,0.530056,-1,-1
956,1,71,7042,1,1,0.997523,-1,1.00963,0.212565
957,1,81,8028,1,1,0.968722,-1,0.994895,0.234423
958,1,23,2283,1,1,0.999149,-1,1.08333,0.307285
959,1,67,6660,1,1,1,-1,1.12943,0.35378
960,1,56,5570,0,0,0.999987,0.566551,-1,-1
961,1,45,4403,0,0,0.999603,0.539414,-1,-1
